lang,libro,capitulo,versiculo,texto
ncx,2-samuel,8,8,"Tekiua David okiuikak miak cobre tlen okatka itech altepemej Bétah uan Berotái, ialtepeuan Hadadézer."
es,2-samuel,8,8,"Y el rey David se llevó grandes cantidades de cobre de Bétah y de Berotái, ciudades de Hadadézer."
ncx,2-samuel,8,9,"Ijkuakon tekiua Toi tlen otlanauatiaya Hamat, okimatki tekiua David okintlanili isoldados Hadadézer."
es,2-samuel,8,9,"Ahora bien, el rey Toi de Hamat oyó que David había derrotado a todo el ejército de Hadadézer."
ncx,2-samuel,8,10,"Ikinon Toi okititlanki Joram tlen okatka ikone, makitlajtlaniti David ken okatka uan makilui kuali tlen okichi ijkuak okixnamik Hadadézer uan okitlanili porque Hadadézer miak uelta omoixnamik iuan Toi. Joram okiuikili David seki tlamantli de plata, oro uan cobre."
es,2-samuel,8,10,"Así que Toi envió a su hijo Joram al rey David para preguntarle cómo estaba y felicitarlo por luchar contra Hadadézer y derrotarlo (y es que Hadadézer había luchado muchas veces contra Toi). Joram le llevó a David objetos de plata, oro y cobre."
ncx,2-samuel,8,11,"Nochi non, tekiua David okimakak Jehová, okichi ijkon ken ijkuak okitemakak plata uan oro tlen okimoaxkati ijkuak okintlanili altepemej:"
es,2-samuel,8,11,"El rey David los santificó para Jehová, tal como había santificado la plata y el oro de todas las naciones que había sometido:"
ncx,2-samuel,8,12,"Siria, Moab, inmialtepe ammonitas, filisteos uan amalequitas. Noijki tlen okitlanili Hadadézer, ikone Rehob akin otlanauatiaya Zobá."
es,2-samuel,8,12,"de Siria, de Moab, de los ammonitas, de los filisteos y de los amalequitas, así como del botín de Hadadézer hijo de Rehob, el rey de Zobá."
ncx,2-samuel,8,13,"Miakej okixmatkej David ijkuak okinmikti 18,000 edomitas ompa ixtlauak Istatl."
es,2-samuel,8,13,David también se hizo un gran nombre cuando volvió de matar a 18.000 edomitas en el valle de la Sal.
ncx,2-samuel,8,14,"Ye okintlali soldados ompa Edom. Itech nochi Edom okintlali soldados uan nochtin edomitas omochijkej itlakeualuan David. Maski David san kanin oyaya, Jehová okichiuaya matlatlani."
es,2-samuel,8,14,"Y puso tropas en Edom. Por todo Edom colocó tropas, y todos los edomitas llegaron a ser siervos de David. Jehová le daba la victoria a David dondequiera que iba."
ncx,2-samuel,8,15,"David ok otlanauati itech nochi altepetl Israel, ye okichi tlen kuali uan ken omonekiaya itech nochi ialtepe."
es,2-samuel,8,15,David siguió reinando sobre todo Israel e impartiendo justicia y rectitud a todo su pueblo.
ncx,2-samuel,8,16,"Joab ikone Zeruyá okinyekanaya soldados, Jehosafat ikone Ahilud okijkuilouaya tlen opanouaya itech non tekiuajkayotl."
es,2-samuel,8,16,Joab hijo de Zeruyá estaba al mando del ejército y Jehosafat hijo de Ahilud era registrador.
ncx,2-samuel,8,17,Sadoc ikone Ahitub uan Ahimélec ikone Abiatar otlapaleuiayaj ken teopixkej uan Seraya otlajkuilouaya.
es,2-samuel,8,17,"Sadoc hijo de Ahitub y Ahimélec hijo de Abiatar eran sacerdotes, y Seraya era secretario."
ncx,2-samuel,8,18,Benaya ikone Jehoiadá okinyekanaya keretitas uan peletitas. Ikoneuan David otlapaleuiayaj ken teopixkej.
es,2-samuel,8,18,"Benaya hijo de Jehoiadá estaba al mando de los keretitas y los peletitas, y los hijos de David llegaron a ser funcionarios principales."
ncx,2-samuel,9,1,David okijto: “¿Ok ikaj yoltok tlen poui itech ifamilia Saúl tlen uelis nikititis niktlasojtla uan amo nikkauas ijkon ken onimoka iuan Jonatán?”.
es,2-samuel,9,1,"David dijo: “¿Queda alguien de la casa de Saúl a quien, por Jonatán, yo pueda mostrarle amor leal?”."
ncx,2-samuel,9,2,"Ijkuakon omomatki okatka se itlakeual Saúl tlen omotokayotiaya Zibá. Tekiua David okitlajtlani: “¿Te tiZibá?”. Ye okinankili: “Kema, noteko”."
es,2-samuel,9,2,"Resulta que había un siervo de la casa de Saúl llamado Zibá, así que lo mandaron llamar. El rey David le preguntó: “¿Eres Zibá?”. “Sí, soy tu siervo”, le contestó."
ncx,2-samuel,9,3,David noijki okitlajtlani: “¿Ok ikaj yoltok tlen poui itech ifamilia Saúl tlen uelis nikititis toTajtsin Dios kitlasojtla uan amo kikaua?”. Zibá okinankili: “Se ikone Jonatán tlen koxo ok yoltok”.
es,2-samuel,9,3,"El rey continuó: “¿Queda alguien de la casa de Saúl a quien yo pueda demostrarle el amor leal de Dios?”. Zibá le respondió al rey: “Todavía queda un hijo de Jonatán, que está lisiado de los dos pies”."
ncx,2-samuel,9,4,"David oksepa okitlajtlani: “¿Kanin kajki?”. Zibá okinankili: “Kajki Lo-Debar, ikalijtik Makir ikone Amiel”."
es,2-samuel,9,4,"El rey le preguntó: “¿Dónde está?”. Zibá le contestó: “Está en casa de Makir hijo de Amiel, en Lo-Debar”."
ncx,2-samuel,9,5,"Tekiua David san niman otlanauati makinotsatij Mefibóset tlen okatka Lo-Debar, ikalijtik Makir ikone Amiel."
es,2-samuel,9,5,"El rey David enseguida mandó traerlo de la casa de Makir hijo de Amiel, en Lo-Debar."
ncx,2-samuel,9,6,"Ijkuakon Mefibóset ikone Jonatán ixui Saúl, okalak kanin okatka David. Ye san niman omotlankuaketski uan omoixtlapacho. David okilui: “¡Mefibóset!”, ye okinankili: “Nikan nika noteko”."
es,2-samuel,9,6,"Entonces Mefibóset —hijo de Jonatán, hijo de Saúl— entró adonde estaba David. Al instante se inclinó rostro a tierra y se postró. David le dijo: “¡Mefibóset!”, y él respondió: “Aquí está tu siervo”."
ncx,2-samuel,9,7,"Ijkuakon David okilui Mefibóset: “Amo ximomojti, porque nimitstlasojtlas uan amo nimitskauas ijkon ken onikilui mopapa Jonatán. Nimitskopilis nochi itlaluan moabuelito Saúl uan nochipa titlakuas kanin ne nitlakua”."
es,2-samuel,9,7,"“No tengas miedo —le dijo David—, porque sin falta te mostraré amor leal debido a tu padre Jonatán. Te devolveré todas las tierras de tu abuelo Saúl y comerás siempre a mi mesa”."
ncx,2-samuel,9,8,"Mefibóset oksepa omoixtlapacho uan okijto: “Ne ken se itskuintli tlen yomiki, ¿tleka moneki techpaleuis? Ne san nimotlakeual”."
es,2-samuel,9,8,"Entonces él se volvió a postrar y dijo: “¿Quién es este siervo tuyo para que te fijes en mí, si soy un perro muerto?”."
ncx,2-samuel,9,9,"Satepan David otlanauati makinotsatij Zibá, itlakeual Saúl uan okilui: “Ikalijtik Saúl uan nochi tlen iaxka, nikmakas ixui moteko."
es,2-samuel,9,9,"A continuación, el rey mandó llamar a Zibá, el sirviente de Saúl, y le dijo: “Todo lo que pertenecía a Saúl y a toda su casa se lo doy al nieto de tu amo."
ncx,2-samuel,9,10,"Pero te, mokoneuan uan motlakeualuan nankitekiskej tlen nankitokaskej para nochipa makipiakan tlen ika mopanoltiskej itlakeualuan Mefibóset. Pero Mefibóset ixui moteko, nochipa tlakuas kanin ne nitlakua”. Ijkuakon Zibá okinpiaya 15 ikoneuan uan 20 itlakeualuan."
es,2-samuel,9,10,"Tú, tus hijos y tus siervos le cultivarán las tierras y cosecharán su producto para que las personas que tiene a su cargo el nieto de tu amo tengan alimento. Pero Mefibóset, el nieto de tu amo, comerá siempre a mi mesa”. Pues bien, Zibá tenía 15 hijos y 20 siervos."
ncx,2-samuel,9,11,Zibá okinankili tekiua: “Ne nikchiuas tlen tejuatsin otechnauati”. Ikinon Mefibóset opejki tlakua kanin otlakuaya David ijkon ken otlakuayaj ikoneuan tekiua.
es,2-samuel,9,11,"Zibá luego le dijo al rey: “Tu siervo hará todo lo que mi señor el rey le mande”. A partir de entonces, Mefibóset comió a la mesa de David como uno de los hijos del rey."
ncx,2-samuel,9,12,Ikonetsin Mefibóset omotokayotiaya Micá. Nochtin akinmej ochantiayaj iuan Zibá omochijkej itlakeualuan Mefibóset.
es,2-samuel,9,12,Mefibóset también tenía un hijo pequeño llamado Micá. Todos los que vivían en la casa de Zibá pasaron a ser siervos de Mefibóset.
ncx,2-samuel,9,13,Mefibóset akin okatka koxo ochantiaya Jerusalén porque nochipa otlakuaya kanin otlakuaya tekiua David.
es,2-samuel,9,13,"Y Mefibóset, que estaba lisiado de los dos pies, vivía en Jerusalén porque siempre comía a la mesa del rey."
ncx,2-samuel,10,1,Satepan intekiua ammonitas omiki uan ikone tlen omotokayotiaya Hanún omochi tekiua.
es,2-samuel,10,1,"Más tarde, el rey de los ammonitas murió y su hijo Hanún se convirtió en el nuevo rey."
ncx,2-samuel,10,2,"Ijkuakon David okijto: “Nikititis Hanún ikone Nahás niktlasojtla uan amo nikkauas, ijkon ken ipapa onechtlasojtlak uan amo onechka”. David okintitlanki itlakeualuan makiyolseuitij Hanún porque ipapa omiki. Pero ijkuak itlakeualuan David oajsitoj intlal ammonitas,"
es,2-samuel,10,2,"Entonces David dijo: “Le mostraré amor leal a Hanún hijo de Nahás igual que su padre me mostró amor leal a mí”. Así que David envió a sus siervos para que lo consolaran por la pérdida de su padre. Pero, cuando los siervos de David llegaron a la tierra de los ammonitas,"
ncx,2-samuel,10,3,inpríncipes ammonitas okiluijkej inteko Hanún: “¿Tikneltoka David okinualtitlanki itlakeualuan mamitsyolseuikij porque okitlakaitaya mopapa? ¿Amo san okinualtitlanki maichtakatlachiakij uan makiyekitakan toaltepe para kimoaxkatiskej?”.
es,2-samuel,10,3,los príncipes de los ammonitas le dijeron a su señor Hanún: “¿Te crees que David ha mandado a sus siervos a consolarte porque quiere honrar a tu padre? ¿No será que los mandó a espiarnos y a inspeccionar la ciudad para derrotarla?”.
ncx,2-samuel,10,4,"Ikinon Hanún okinkitski itlakeualuan David uan tlajko intentsojmio okinximili, okintlajkotekili intlaken hasta kanin omotaya intsinpa uan okinnauati mamokopakan."
es,2-samuel,10,4,"Así que Hanún agarró a los siervos de David, les afeitó la mitad de la barba, les cortó la ropa por la mitad, a la altura de las nalgas, y los mandó de vuelta."
ncx,2-samuel,10,5,David okimatiltijkej tlen opanok uan ken okinpinauijkej itlakeualuan ikinon okintitlanki sekimej tlakamej makinnamikitij uan makinmiluikan: “Ximokauakan Jericó hasta oksepa mamoskalti namotentsojmio uan satepan uelis nanmokopaskej”.
es,2-samuel,10,5,"El rey David fue informado de esto y, como habían sido tan humillados, enseguida envió unos hombres a su encuentro para decirles: “Quédense en Jericó hasta que les vuelva a crecer la barba, y después regresen”."
ncx,2-samuel,10,6,"Satepan ammonitas okimatkej David okintlauelitaya. Ikinon ammonitas okintitlankej sekimej tlakamej makintlakeuatij 20,000 soldados sirios tlen okatkaj Bet-Rehob uan noijki tlen okatkaj Zobá. Noijki okitlakejkej tekiua Maacá uan 1,000 itlakeualuan uan 12,000 tlakamej tlen okatkaj Istob."
es,2-samuel,10,6,"Con el tiempo, los ammonitas se dieron cuenta de que se habían ganado el odio de David, así que enviaron mensajeros para contratar sirios de Bet-Rehob y de Zobá —20.000 soldados de a pie—, así como al rey de Maacá con 1.000 hombres y a 12.000 hombres de Istob."
ncx,2-samuel,10,7,"Ijkuak David okimatki, okititlanki Joab uan nochtin isoldados, noijki oyajkej soldados chijchikauakej."
es,2-samuel,10,7,"Cuando David se enteró, envió a Joab y a todo el ejército, incluidos sus soldados más poderosos."
ncx,2-samuel,10,8,"Ijkuakon ammonitas omotekpanatoj ik kanin okalakiayaj itech altepetl kanin momijmiktiskiaj pero sirios tlen ochantiayaj Zobá, Bet-Rehob, tlakamej tlen ochantiayaj Istob, tekiua Maacá uan itlakeualuan oksekan okatkaj."
es,2-samuel,10,8,"Y los ammonitas fueron y se colocaron en formación de batalla a la entrada de la puerta de la ciudad mientras los sirios de Zobá y de Rehob, junto con Istob y Maacá, estaban aparte, en campo abierto."
ncx,2-samuel,10,9,"Ijkuak Joab okinmitak soldados omotokijtiayaj para kixnamikiskej ik iyekapan uan ik ikuitlapan, okinpejpenki sekimej soldados israelitas tlen okachi chijchikauakej uan okintekpanki tlayekapan para mamoixnamikikan inuan sirios."
es,2-samuel,10,9,"Cuando Joab vio que las fuerzas de ataque venían contra él por delante y por detrás, eligió a algunos de los mejores soldados de Israel y los colocó en formación de batalla para enfrentarse con los sirios."
ncx,2-samuel,10,10,"Oksekimej tlakamej okinyekanaya Abisái, ye okintekpanki para mamoixnamikikan inuan ammonitas."
es,2-samuel,10,10,Al resto de los hombres los puso bajo el mando de su hermano Abisái para que se colocaran en formación de batalla y se enfrentaran con los ammonitas.
ncx,2-samuel,10,11,"Ijkuakon Joab okijto: “Tla tikinmitas sirios techtlanilijtokej, techpaleuiki. Pero tla nikinmitas ammonitas mitstlanilijtokej, nimitspaleuiti."
es,2-samuel,10,11,"Entonces dijo: “Si los sirios son demasiado fuertes para mí, ven a rescatarme tú. Y, si los ammonitas son demasiado fuertes para ti, te rescato yo."
ncx,2-samuel,10,12,"Matimoyolchikauakan uan amo matimomojtikan para tikinmaluiskej israelitas uan altepemej tlen toTajtsin Dios otechinmakak, Jehová kichiuas tlen kuali kitas”."
es,2-samuel,10,12,"Tenemos que ser fuertes y valientes por nuestro pueblo y por las ciudades de nuestro Dios, y Jehová hará lo que le parezca bien”."
ncx,2-samuel,10,13,"Ijkuakon Joab uan itlakeualuan onejnenkej para kinmixnamikiskej sirios, ijkuak sirios okinmitakej ocholojkej."
es,2-samuel,10,13,"Entonces Joab y sus hombres avanzaron para luchar contra los sirios, y estos salieron huyendo de él."
ncx,2-samuel,10,14,"Ijkuak ammonitas okitakej sirios ocholojkej, yejuan noijki okicholilijkej Abisái uan okalakitoj altepetl. Ijkuakon Joab okinkajtej ammonitas uan omokopki Jerusalén."
es,2-samuel,10,14,"Cuando los ammonitas vieron que los sirios habían escapado, huyeron de Abisái y se metieron en la ciudad. Después de eso, Joab dejó a los ammonitas y volvió a Jerusalén."
ncx,2-samuel,10,15,Sirios oksepa omonechikojkej porque okinmitakej israelitas okintlanilijkej.
es,2-samuel,10,15,"Cuando los sirios vieron que Israel los había vencido, se juntaron otra vez."
ncx,2-samuel,10,16,"Tekiua Hadadézer otlanauati makinnechikokan sirios tlen okatkaj ik kanin panoua Aueyatl. Yejuan okinyekanaya Sobac, akin okinyekanaya isoldados Hadadézer uan oajsitoj Helam."
es,2-samuel,10,16,"Hadadézer convocó a los sirios que estaban en la región del Río, y ellos vinieron a Helam liderados por Sobac, el jefe del ejército de Hadadézer."
ncx,2-samuel,10,17,"Ijkuak David ijkon okimatki, san niman okinnechiko soldados israelitas, okipanouijkej aueyatl Jordán uan oajsitoj Helam. Ijkuakon sirios omoyektekpankej, okixnamikitoj uan omomijmiktitoj iuan David."
es,2-samuel,10,17,"Cuando se lo informaron a David, él inmediatamente reunió a todo el ejército de Israel, cruzó el Jordán y llegó a Helam. Los sirios entonces se colocaron en formación de batalla para enfrentarse con David y lucharon contra él."
ncx,2-samuel,10,18,"Pero sirios okincholilijkej israelitas, ijkuakon David uan isoldados okinmiktijkej 700 tlakamej tlen okinuikayaj carretas, noijki okinmiktijkej 40,000 soldados tlen oyayaj inpan incaballos. Sobac akin okinyekanaya soldados okikojkojkej uan ompa omiki."
es,2-samuel,10,18,"Pero los sirios huyeron de Israel. David mató a 700 conductores de carros y a 40.000 jinetes sirios, y también hirió a Sobac, el jefe del ejército, quien murió allí."
ncx,2-samuel,10,19,"Ijkuak nochtin tekiuajkej tlen okatkaj itlakeualuan Hadadézer okitakej israelitas okintlanilijkej, ayakmo okinmixnamikej israelitas uan okinkauilijkej makinnauatikan. Ijkuakon sirios okijtojkej ayakmo kinpaleuiskiaj ammonitas."
es,2-samuel,10,19,"Cuando todos los reyes, los siervos de Hadadézer, vieron que Israel los había vencido, enseguida acordaron la paz con Israel y se convirtieron en sus súbditos. Y los sirios ya no se atrevieron a ayudar a los ammonitas."
ncx,2-samuel,11,1,"Ijkuak opeuaya xiuitl tekiuajkej oyayaj guerra, David okititlanki Joab, itlakeualuan uan israelitas para makinmiktitij ammonitas. Yejuan okiyaualojkej altepetl Rabá pero David omoka Jerusalén."
es,2-samuel,11,1,"A principios de año, cuando los reyes salen a hacer sus campañas militares, David envió a Joab, a sus siervos y a todo el ejército de Israel para acabar con los ammonitas. Ellos cercaron Rabá, mientras que David se quedó en Jerusalén."
ncx,2-samuel,11,2,"Se tonal ijkuak yotlapoyauik, David omejki uan onejnemito ikpak ipalacio. Desde ompa okitak omaltijtoka se siuatl kuajkualtsin."
es,2-samuel,11,2,"En cierta ocasión al anochecer, David se levantó de la cama y se puso a caminar por la azotea de la casa real. Desde allí vio a una mujer bañándose, y ella era muy hermosa."
ncx,2-samuel,11,3,"Satepan David ikaj okititlanki matlajtlaniti akin okatka non siuatl uan okiluijkej: “Ye isiua Urías akin hitita, ichpoch Eliam uan itoka Bat-Seba”."
es,2-samuel,11,3,"David mandó a alguien a averiguar quién era la mujer, y le dijeron: “Ella es Bat-Seba hija de Eliam y esposa de Urías el hitita”."
ncx,2-samuel,11,4,Ijkuakon David okintitlanki sekimej tlakamej makiualikilikan Bat-Seba. Ye okalak kanin okatka David uan David omotekak iuan Bat-Seba. (Ijkon opanok ijkuak Bat-Seba omochipajtoka). Satepan Bat-Seba omokopki ikalijtik.
es,2-samuel,11,4,"Entonces David mandó mensajeros para que la trajeran. Así que la mujer entró adonde estaba él, y él se acostó con ella. (Esto ocurrió mientras ella estaba purificándose de su impureza). Después, ella regresó a su casa."
ncx,2-samuel,11,5,Satepan ijtik Bat-Seba opejki moskaltia ikonetsin uan otlanauati makiluitij David: “Nikpias se nokonetsin”.
es,2-samuel,11,5,Y resulta que la mujer quedó embarazada y le mandó decir a David: “Estoy embarazada”.
ncx,2-samuel,11,6,"Ijkuak David ijkon okimatki, otlanauati ijkin makiluitij Joab: “Xikualtitlani Urías akin hitita”. Ikinon Joab okititlanki Urías."
es,2-samuel,11,6,"Al saberlo, David le envió este mensaje a Joab: “Mándame a Urías el hitita”. De modo que Joab le mandó a Urías."
ncx,2-samuel,11,7,"Ijkuak Urías oajsito, David okitlajtlani ken okatka Joab, soldados uan kox otlatlantokaj."
es,2-samuel,11,7,"Cuando Urías llegó, David le preguntó cómo estaban Joab y los soldados, y cómo iba la guerra."
ncx,2-samuel,11,8,"Satepan David okilui Urías: “Xio mokalijtik ximoseuiti”. Ijkuak Urías okiski ipalacio tekiua, oyajkej ikuitlapan para kimakaskiaj tetliokolil tlen okititlanili tekiua."
es,2-samuel,11,8,"Luego David le dijo a Urías: “Baja a tu casa y descansa”. Cuando Urías salió de la casa real, fueron detrás de él para darle el regalo del rey."
ncx,2-samuel,11,9,Pero Urías amo oyajki ikalijtik uan okochki ikaltempa ipalacio tekiua ijkon ken nochtin itlakeualuan tekiua.
es,2-samuel,11,9,"Sin embargo, Urías durmió a la entrada de la casa del rey con todos los demás siervos de su señor, y no bajó a su casa."
ncx,2-samuel,11,10,"Satepan David okimatiltijkej: “Urías amo oyajki ikalijtik”. David okitlajtlani Urías: “Te uejka otiuala, ¿tleka amo otia mokalijtik?”."
es,2-samuel,11,10,Entonces le informaron a David: “Urías no bajó a su casa”. Así que David le preguntó a Urías: “¿No acabas de volver de un viaje? ¿Por qué no bajaste a tu casa?”.
ncx,2-samuel,11,11,"Urías okinankili David: “Arca, tlakamej tlen pouij itech itribu Judá uan tlakamej israelitas mokajtokej ijtik kaltsitsintin, noteko Joab uan itlakeualuan noijki mokajtokej tlala. ¿Tleka moneki nias nokalijtik nitlakuati, itlaj nikoniti uan nimotekati iuan nosiua? ¡Ijkon ken te tiyoltok ne amo ijkon nikchiuas!”."
es,2-samuel,11,11,"Urías le respondió a David: “Tanto el Arca como Israel y Judá se están quedando en refugios temporales, y mi señor Joab y los siervos de mi señor están acampando en pleno campo. ¿Cómo voy a irme yo a mi casa a comer y beber y a acostarme con mi esposa? ¡Tan cierto como que tú vives, yo no voy a hacer eso!”."
ncx,2-samuel,11,12,Ijkuakon David okilui Urías: “Axkan noijki nikan ximokaua uan mostla nimitskauilis xio”. Non tonal Urías omoka Jerusalén uan mostlatika noijki ompa omoka.
es,2-samuel,11,12,"Entonces David le dijo a Urías: “Quédate aquí hoy también, y dejaré que te vayas mañana”. De modo que Urías se quedó en Jerusalén aquel día y el día siguiente."
ncx,2-samuel,11,13,Satepan David otlanauati makinotsatij para iuan tlakuas uan tlakonis uan ye okitlauanti. Ijkuak otlayouak Urías okochito kanin okochiayaj itlakeualuan iteko pero amo oyajki ikalijtik.
es,2-samuel,11,13,"Luego David lo mandó llamar para que viniera a comer y beber con él, y lo emborrachó. Pero, al anochecer, Urías no bajó a su casa, sino que se fue a dormir con los siervos de su señor."
ncx,2-samuel,11,14,Mostlatika David okijkuilili se carta Joab uan Urías okiuikili Joab.
es,2-samuel,11,14,"Por la mañana, David le escribió una carta a Joab y se la envió mediante Urías."
ncx,2-samuel,11,15,Nin tlen okijkuilo David: “Xiktlalikan Urías tlayekapan kanin okachi momijmiktijtokej. Satepan xiakan uan iselti xikajteuakan para makimiktikan”.
es,2-samuel,11,15,"En su carta escribió esto: “Pongan a Urías en las primeras líneas de batalla, donde la lucha es más violenta. Luego retírense y déjenlo solo para que lo ataquen y muera”."
ncx,2-samuel,11,16,Joab okiyekitoka altepetl uan okititlanki Urías makinmixnamikiti soldados chijchikauakej tlen okinkokoliayaj.
es,2-samuel,11,16,"Joab había estado observando atentamente la ciudad, y colocó a Urías donde sabía que había guerreros poderosos en el bando enemigo."
ncx,2-samuel,11,17,"Ijkuak tlakamej oualkiskej itech altepetl uan okixnamikej Joab, sekimej itlakeualuan David omikej, noijki okimiktijkej Urías akin hitita."
es,2-samuel,11,17,"Cuando los hombres de la ciudad salieron y pelearon contra Joab, algunos de los siervos de David acabaron muertos, entre ellos Urías el hitita."
ncx,2-samuel,11,18,Joab okimatilti David nochi tlen opanok kanin omomijmiktijtokaj.
es,2-samuel,11,18,Joab entonces le comunicó a David todo lo sucedido en la batalla.
ncx,2-samuel,11,19,"Ijkin okilui se itlakeual: “Ijkuak tikmatiltis tekiua nochi tlen opanok kanin omomijmiktijtokaj,"
es,2-samuel,11,19,"Le dio estas instrucciones al mensajero: “Cuando acabes de contarle al rey todo lo sucedido en la batalla,"
ncx,2-samuel,11,20,xamo tekiua kualanis uan mitsiluis: ‘¿Tleka sapanoua onanmotokijkej inauak altepetl ijkuak onankinmixnamikitoj? ¿Amo onankimatiayaj desde tepamitl nanmechualmojmotlaskiaj?
es,2-samuel,11,20,quizás el rey se enoje y te diga: ‘¿Por qué tuvieron que ir a pelear tan cerca de la ciudad? ¿No sabían que ellos dispararían desde lo alto de la muralla?
ncx,2-samuel,11,21,¿Akin okimikti Abimélec ikone Jerubéset? Desde ikpak se tepamitl se siuatl okiualtlamochili se metlapili uan ijkon omiki ompa Tebez. ¿Tleka sapanoua onanmotokijkej inauak tepamitl?’. Ijkuakon xikilui: ‘Motlakeual Urías akin hitita noijki omiki’”.
es,2-samuel,11,21,"¿Quién mató a Abimélec hijo de Jerubéset? ¿No fue una mujer que le arrojó una piedra de molino desde lo alto de la muralla y así lo mató en Tebez? ¿Por qué tuvieron que acercarse tanto a la muralla?’. En ese caso, dile: ‘Tu siervo Urías el hitita también murió’”."
ncx,2-samuel,11,22,Non tlakeuali okimatiltito David nochi tlen Joab okilui.
es,2-samuel,11,22,Así que el mensajero se fue y le contó a David todo lo que Joab le había mandado decir.
ncx,2-samuel,11,23,Satepan non tlakeuali okilui David: “Nonmej tlakamej yotechtlantokaj uan otechixnamikitoj ompa tlala pero tejuan otikchijkej mamokopakan hasta ipuerta non altepetl.
es,2-samuel,11,23,"Luego el mensajero le dijo a David: “Sus hombres nos llevaban ventaja y salieron a pelear contra nosotros en el campo, pero nosotros los hicimos retroceder hasta la entrada de la puerta de la ciudad."
ncx,2-samuel,11,24,Akinmej okinejnekiayaj arco okinmojmotlakej motlakeualuan desde ipan tepamitl uan sekimej motlakeualuan omikej. Noijki okimiktijkej motlakeual Urías akin hitita”.
es,2-samuel,11,24,"Y, como los arqueros les disparaban a tus siervos desde lo alto de la muralla, algunos de los siervos del rey murieron. Tu siervo Urías el hitita también murió”."
ncx,2-samuel,11,25,Ijkuak David ijkon okikak okilui tlakeuali: “Xikyolchikaua Joab uan xikilui: ‘Amo mamitsyolkoko tlen opanok porque san akin uelis kimiktiskej ijkuak onka guerra. Ikinon okachi xikinmixnamiki uan xikmoaxkati non altepetl’”.
es,2-samuel,11,25,"Al oír esto, David le ordenó al mensajero: “Dile a Joab: ‘No dejes que eso te afecte, pues la espada puede devorar a cualquiera. Intensifica la batalla contra la ciudad y conquístala’. Y anímalo también”."
ncx,2-samuel,11,26,"Ijkuak Bat-Seba okimatki Urías okimiktijkej, omoyolkoko porque omiki inamik."
es,2-samuel,11,26,"Cuando la esposa de Urías se enteró de que Urías había muerto, se puso de duelo por su esposo."
ncx,2-samuel,11,27,"Ijkuak ayakmo omoyolkokouaya, David otlanauati makiualikilikan ikalijtik. Ye omochi isiua uan okipixki ikonetsin pero Jehová amo okipakti tlen okichi David."
es,2-samuel,11,27,"Tan pronto como el periodo de duelo terminó, David la mandó traer a su casa. Ella llegó a ser su esposa y le dio un hijo. Pero lo que David había hecho le desagradó mucho a Jehová."
ncx,2-samuel,12,1,"Ijkuakon Jehová okititlanki Natán makitati David, ijkuak Natán okatka ixpan David ijkin okilui: “Itech se altepetl okatkaj ome tlakamej, se okipiaya miak tomin uan okse amitlaj okipiaya."
es,2-samuel,12,1,"Así que Jehová mandó a Natán a ver a David. Cuando se presentó ante David, Natán le dijo: “Había dos hombres en una ciudad. Uno era rico y el otro pobre."
ncx,2-samuel,12,2,Tlakatl tlen okipiaya miak tomin okinpiaya miakej ichkamej uan miakej vacas
es,2-samuel,12,2,"El rico tenía muchísimas ovejas y vacas,"
ncx,2-samuel,12,3,"pero okse tlakatl san okipiaya se iborregakone tlen okimokoui. Non borregakonetl kualtsin omoskaltijtiaya porque non tlakatl uan ikoneuan okimaluiayaj. Tlakatl okitlamakaya maski amo miak okipiaya, okimakaya tlen okipiaya ijtik ivaso uan ielpan okochiaya, ye okitaya ken itakotsin."
es,2-samuel,12,3,"pero el hombre pobre no tenía más que una pequeña ovejita que había comprado. Él la cuidaba, y ella fue creciendo en compañía de él y sus hijos. Ella comía de lo poquito que él tenía, bebía de su vaso y dormía en sus brazos. Era como una hija para él."
ncx,2-samuel,12,4,Se tonal tlakatl tlen okipiaya miak tomin ikaj okitlajpaloto pero maski okinpiaya miakej ichkamej uan vacas nion se okimikti para makitlakualchiuilikan akin okitlajpaloto. Ye okikitski borregakonetl tlen iaxka tlakatl tlen amitlaj okipiaya uan ika okitlakualchiuili akin okitlajpaloko”.
es,2-samuel,12,4,"Un día, el hombre rico recibió la visita de un viajero, pero no quiso usar ninguna de sus propias ovejas ni de sus vacas para prepararle una comida. En vez de eso, agarró la ovejita del hombre pobre y se la preparó al que había venido”."
ncx,2-samuel,12,5,David okualankamik ijkuak okikak tlen okichi non tlakatl uan okilui Natán: “¡Ijkon ken Jehová melauak yoltok non tlakatl moneki mikis!
es,2-samuel,12,5,"Al oír esto, David se enojó muchísimo con el hombre y le dijo a Natán: “¡Tan cierto como que Jehová vive, el hombre que hizo esto merece morir!"
ncx,2-samuel,12,6,"Porque ijkon okichi uan amo oteiknomatki, moneki kitlaxtlauas non borregakonetl ika naui borregaskonemej”."
es,2-samuel,12,6,"Y, por haber actuado así y no haber tenido compasión, debe pagar cuatro veces el valor de la ovejita”."
ncx,2-samuel,12,7,Ijkuakon Natán okilui David: “¡Te otikchi ken non tlakatl! Ijkin kijtoua Jehová inDios israelitas: ‘Ne onimitspejpenki para xiyeto intekiua israelitas uan onimitsmakixti imak Saúl.
